web_scraper_order,product,variant,comment,created_at,reason
1773397937-902,Son Sáp Màu Mịn Lì 3CE Sketch Stick,10-Already Booke,cây son có vòng đời ngắn nhất của tui. Đọc review bảo chất son dễ gãy nên khi dùng nhớ đừng vặn quá nhiều. Nhưng vẫn gãy 🥲.,2025-11-20 09:19,Không giống mô tả / quảng cáo
1773397937-903,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#07 Dusky Pink,"Son màu xấu ko giống ảnh, mình trả hàng nhưng ko được, hàng cũng ko thấy hoàn về lại cho mình, mất tiền oan uổng",2025-11-20 09:16,Khác / Không rõ
1773397937-904,Son Sáp Màu Mịn Lì 3CE Sketch Stick,07-Burnt Orange,"Nhận son quẹt được 1 lần, mở ra lần 2 là gãy đôi, mặc dù k vặn cao và tì mạnh, nhân viên live thì liên tục đổi lỗi do khách hàng, cskh yếu kém, sản phẩm cực tệ,",2025-11-19 20:02,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-906,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,"Sản phẩm không đúng như quảng cáo, yêu cầu trả hàng shop không hỗ trợ, còn đỗ hàng đã qua sử dụng, thái độ của shop này rất kém, mọi người ko nên mua",2025-11-19 18:25,Thiếu hàng / sai sản phẩm
1773397937-907,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#03 Daffodil,"Chất khá mềm, nhưng thoa lên 1 lát bị khô môi, độ bám kém, dễ trôi. Màu hồng đỏ, tính mua màu 23 mà hết nên mua màu 3. Bữa nay son sản xuất ở trung quốc, cá nhân m thấy mua ở Hàn chất nó mướt vs thơm hơn ấy. Nói chung m thấy có thể thử nhưng ko chấm điểm cao dc. Quà tặng kèm là túi đựng son nhả keo, lấm lem vết keo, ko chỉnh chu khi gửi đến KH",2025-11-19 14:15,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-908,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,"Son dễ gãy vô vùng. Nhận được son mk mừng vì k gãy nhưng dùng dc 1 2 lần đóng nắp cẩn thận, lúc mở ra gãy lúc nào kb",2025-11-19 13:57,Chất lượng sản phẩm kém
1773397937-909,Son Sáp Màu Mịn Lì 3CE Sketch Stick,10-Already Booke,"T vặn lên có 1 chút xíu mà quẹt lên môi thấy cái lõi nó nhúc nhích là t nghi r, để trong giỏ tới tối mở ra nó gãy mẹ lun. Rồi kiểu này sao xài???? Xong dô thấy quá trời người bị luôn lá ôi. 1 cây son cũng 250k, giá gốc 388k mà s kì dị brand, mà t muốn hỏi là bây h t xài cái kiểu gì đây???????????????????",2025-11-19 13:34,Chất lượng sản phẩm kém
1773397937-910,Son kem lì nhung mịn 3CE Velvet Lip Tint,Taupe-Gạch đỏ,Lên màu kém giống hàng fake,2025-11-18 23:52,Không giống mô tả / quảng cáo
1773397937-911,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Sản phẩm của hàn quốc nhưng trên vỏ hộp và trên son lại made in china, lừa dối khách hàng. Xét về tiền không hề rẻ. Mất tiền mà nhận được hàng giả, rất thất vọng. Shopee nên kiểm tra lại shop này, làm ăn quá thất đức. Không hiểu sao mang mác mall được luôn.",2025-11-18 18:45,Không giống mô tả / quảng cáo
1773397937-912,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,Son đánh bị chàm môi sưng đỏ,2025-11-18 17:11,Gây kích ứng da / breakout
1773397937-913,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Giao đúng cái gãy móc,2025-11-18 10:14,Chất lượng sản phẩm kém
1773397937-914,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,"Giao hàng thì lâu, phấn về tay lại made in china? Chất phấn không mịn, mùi hắc kinh khủng. Cả hộp phấn mà để ship trong mỗi cái bìa nhận về móp méo nát, được tặng kèm quà thì gửi đúng cái móc khoá bị gãy? Mua phấn hay mua bực vậy shop? KHÔNG NÊN MUA NHA MỌI NGƯỜI. Bye",2025-11-18 10:14,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-915,Bảng Phấn Mắt 3CE 9 màu lâu trôi 3CE Multi Eye Color Palette,Beach Muse-Hồng ấm,Mua có quà tặng kèm nhưng lúc thanh toán thì đc thanh toán chung với quà. Hơi thất vọng,2025-11-17 21:28,Khác / Không rõ
1773397937-916,Son bóng dưỡng môi 3CE Glazy Lip Glow,#34 Rose Glaze,Mình ko thấy có quà tặng kèm theo như qc ạ,2025-11-17 20:05,Không giống mô tả / quảng cáo
1773397937-918,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Spot Player-Táo đỏ,"Hộp son bị mở từ trước, xuất xứ Trung Quốc, k giống với thỏi mua lần trước xuất xứ Hàn Quốc",2025-11-17 17:50,Không giống mô tả / quảng cáo
1773397937-919,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,Màu đỏ cam tô lên môi hơi hồng hồng ạ. Hơi thất vọng,2025-11-30 21:55,Gây kích ứng da / breakout
1773397937-920,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,COZY WHISPER-Hồng hạ,"Không nhận được quà tặng từ nhãn hàng, mặc dù trước đó khi thanh toán trong bill có ghi được tặng quà",2025-11-17 15:12,Chất lượng sản phẩm kém
1773397937-921,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,Nghi vấn hàng giả vì để made in china và chỉ có một miếng băng keo nhỏ trong suốt trong khi trc mik mua ở ngoài hasaki nó để made in Korea và có miếng dán có chữ đen đàng hoàng. Mik săn trên live của ndlanngoc.,2025-11-17 19:45,Không giống mô tả / quảng cáo
1773397937-924,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,"Ban đầu đọc review thấy bảo hay gãy nên mình cũng chỉ vặn lên rất ngắn vừa đủ để tô môi, nâng niu hết cỡ nhưng gãy nó vẫn cứ gãy. Quá thất vọng may mà chưa mua thêm màu khác của mẫu này",2025-11-17 11:19,Không giống mô tả / quảng cáo
1773397937-925,Son Sáp Màu Mịn Lì 3CE Sketch Stick,03-Softly Spoken,"Son dở lắm mấy bà, đó giờ chắc dòng này là dòng dở nhất của 3ce á. Son lên thì bị dày, bột, ko mượt. Son thì dạng thỏi nhỏ nên là dễ gãy mới son vài lần đã gãy rồi. Thôi né đi mấy bà",2025-11-17 10:22,Chất lượng sản phẩm kém
1773397937-926,Son Sáp Màu Mịn Lì 3CE Sketch Stick,05-High Standard,Nhận son chưa được 2 ngày đã gãy,2025-11-17 08:31,Chất lượng sản phẩm kém
1773397937-928,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,Son mùi ghê k giống live fake,2025-11-17 00:43,Không giống mô tả / quảng cáo
1773397937-930,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,Màu đánh lên thành hồng cánh sen,2025-11-24 22:04,Khác / Không rõ
1773397937-931,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,BUDDY-Hồng cá hồi,"Màu son không giống như quảng cáo, bợn bợn dễ trôi, lộ viền không đều màu, cảm thấy tiếc tiền huhu. Son đắt mà chất lượng tệ quá À thấy son made in china nha",2025-11-16 15:58,Không giống mô tả / quảng cáo
1773397937-932,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Ê nha. Cây son nghe bảo bị gãy khi dùng nên t đã cố chấp mua và cẩn thận k dám vặn cao chỉ vặn chút xíu và tô nhẹ trên môi. Má ơi vẫn bị gãy, đúng tức luôn.",2025-11-17 00:45,Chất lượng sản phẩm kém
1773397937-933,Son Sáp Màu Mịn Lì 3CE Sketch Stick,02-Unfolding Ros,Cây son tai tiếng mà cố tình mua là đây. Tui đã cố vặn 1 xíu để lấy son mà nó vẫn tự gãy rơi ra. Đã nghe review hay bị gãy và đây là tui cũng bị y nhue vậy nha. K nên mua,2025-11-20 07:55,Không giống mô tả / quảng cáo
1773397937-934,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"Như hang fake y ạ :) tem ở vỏ hộp đa bị bóc ra , còn là hàng china :) vô đến son thì tem niêm phong k có chữ :) lần đầu mua mà dính ngay hang nhái",2025-11-16 11:12,Không giống mô tả / quảng cáo
1773397937-936,Son Sáp Màu Mịn Lì 3CE Sketch Stick,10-Already Booke,Kết cấu rất dễ gãy mặc dù khi dùng vặn lên rất thấp,2025-11-23 08:58,Chất lượng sản phẩm kém
1773397937-937,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Hàng tặng thà ko tặng còn hơn nha,",2025-11-15 23:58,Khác / Không rõ
1773397937-938,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Pink Guava-Hồng đào,"Làm ăn như trò đùa, mua trên live đc tặng quà, đến khi ấn vào thanh toán vẫn hiển thị có quà , ship đến ko có lại bảo số lượng có hạn? Thế khác nào lừa khách , thôi chào nhé",2025-11-15 23:34,Không giống mô tả / quảng cáo
1773397937-940,Phấn Má Hồng Mịn Lì 3CE Face Blush,Nude Peach-Be nude,mn ơi í là mình muốn màu như trong ảnh mà mình nhận về thành màu hồng khô nhưng dưới đáy vẫn ghi màu nude😭,2025-11-15 23:02,Chất lượng sản phẩm kém
1773397937-942,Son Sáp Màu Mịn Lì 3CE Sketch Stick,10-Already Booke,"Lúc nhận hàng nghe tiếng lọc cọc, mở cây son ra thì gãy.còn vệt trên cây son là lỗi của mình",2025-11-15 22:59,Chất lượng sản phẩm kém
1773397937-943,Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều),SOFTEST-Hồng baby,Mua về thì k vặn xuống được đành phải đựng son vô lọ khác. Thiết kế lỗi mà vẫn bán thì chịu,2025-11-15 22:05,Khác / Không rõ
1773397937-944,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Biết là hàng tặng nhưng quá cẩu thả, dính vệt keo, góc thì hở",2025-11-15 20:55,Dịch vụ CSKH kém
1773397937-945,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"Son không bám, lên màu kém, chất lượng kém",2025-11-15 15:58,Chất lượng sản phẩm kém
1773397937-947,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Laydown-Hồng trầm,Đây là son của trung quốc chứ ko phải của hàn nhé,2025-11-15 15:39,Khác / Không rõ
1773397937-948,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Casual Affair-Hồng,"Mình mới nhận được son từ đợt sale 11/11 trên live của chị Hana Ohlala Trước giờ mình cứ quen đây là thương hiệu của Hàn Quốc và sản xuất tại Hàn Quốc 2 hình đầu là cây son mình mới nhận được, thấy là lạ mình xem kĩ thử thì ra là Made in China Còn hình sau là 2 cây cũ của mình vốn là Made in Korea mình quay lại đây xem kĩ lại mô tả sản phẩm của shop cũng không thấy để thông tin nào là sản xuất tại Trung cả, cảm giác bị lừa là thấy rõ Chưa kể son được seal bằng miếng keo trắng sơ sài chứ cũng không phải seal có chữ Hàn Vỏ giấy thì không có seal, rất sơ sài Mình cần lời giải thích từ shop?",2025-11-15 15:35,Không giống mô tả / quảng cáo
1773397937-950,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#08 Figtachio,"Mình giống bạn đánh giá trên hình. Son khô môi, thoa lên bị bợn và tróc da chết dù những loại khác mình xài bình thường. Không hiểu bị sao",2025-11-15 12:51,Chất lượng sản phẩm kém
1773397937-953,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Hàng tặng bị lỗi bung keo. Hơi thất vọng ☹️☹️,2025-11-15 11:46,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-954,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Đếch được tặng quà gét cái shop này lần nào cũng như vậy,2025-11-15 10:28,Khác / Không rõ
1773397937-955,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Middy Hype,Rất thất vọng về sản phẩm vì sử dụng cọ khó lên màu. Lên màu k đẹp. Cảm thấy bắt sáng vô dùng k ăn nổi lên mặt . Mua Bản 1 ô mãi đỉnh.,2025-11-15 08:38,Khác / Không rõ
1773397937-956,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,"Thật sự thất vọng với bao bì, mới mua, mới quẹt được lần thứ 2 thì son rơi ra như vậy, lỏng lẻo vô cùng, rất thất vọng",2025-11-15 08:20,Chất lượng sản phẩm kém
1773397937-957,(GWP) Son Len Mịn Lì 3CE Cashmere Hug Mini #Cozy Whisper,,"son tặng kèm thì khỏi phải nói, thà đừng tặng còn hơn bìa hộp son như kiểu dùng lâu ngày rồi, còn tệ hơn cả bìa của hộp cushion nữa!! Mình kh nói đến chất lượng sản phẩm, vì sp của 3ce thì k phải bàn rồi. vấn đề ở đây là bao bì quá tệ, trong khi giá thành sản phẩm k phải rẻ!!! mua rất nhiều lần và đây là lần thất vọng nhất!!",2025-11-15 00:03,Giao hàng chậm
1773397937-958,Phấn Nước Trang Điểm 3CE Fitting Mesh Cover Cushion,Trung Tính - N01,"bao bì hộp của mình nhìn cũ, như đã được mở ra xem từ trước, bên trong thì vẫn còn niêm phong nma mình mua để làm quà tặng mà bị như này giống kiểu này quà đem tặng mà mình lại mở ra xem trước. còn son tặng kèm thì khỏi phải nói, thà đừng tặng còn hơn bìa hộp son như kiểu dùng lâu ngày rồi, còn tệ hơn cả bìa của hộp cushion nữa!! Mình kh nói đến chất lượng sản phẩm, vì sp của 3ce thì k phải bàn rồi. vấn đề ở đây là bao bì quá tệ, trong khi giá thành sản phẩm k phải rẻ!!! mua rất nhiều lần và đây là lần thất vọng nhất!!",2025-11-15 00:03,Giao hàng chậm
1773397937-959,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Pink Guava-Hồng đào,"Ban co the qua NAP DIEN THOAI MIEN PHI 10.000D trong MoMo, het han 18/11. Mo Vi > UU DAI > QUA CUA TOI dung ngay!",2025-11-14 22:22,Khác / Không rõ
1773397937-960,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,Chẳng lên màu luôn. Ko nên chọn màu này,2025-11-14 20:33,Khác / Không rõ
1773397937-961,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,"mua xong mới đọc cmt, thấy nhiều người cũng bị gãy son , dù ko vặn cao luôn. âm điểm",2025-11-14 19:55,Chất lượng sản phẩm kém
1773397937-963,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,"Son fake nha mn đừng có mua tránh mất tiền oan, shop thật đang tạm thời nghỉ bán rồi ạ 🙂",2025-11-14 16:57,Không giống mô tả / quảng cáo
1773397937-964,Son Sáp Màu Mịn Lì 3CE Sketch Stick,13-Silent Bloom,xử lý khiếu nại tệ,2025-11-14 15:12,Chất lượng sản phẩm kém
1773397937-965,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Sepia-Đỏ táo trầm,"màu son thì k đẹp như quảng cáo, bôi dc 1 tiếng thì bị trổ hồng cánh sen. mùi son không hề thơm mà bị hắc. son bị đắng. son của hàn mà lại made in china. quá thất vọng",2025-11-14 12:43,Không giống mô tả / quảng cáo
1773397937-967,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,TEXT ME-Hồng mận,"Son bị bợt, không mướt như quảng cáo, màu bị choé, không sang. Môi mình ngày nào cũng dưỡng mà bôi son này lên khô thì thôi luôn nhé, để 1 lúc thì có rãnh môi, xấu vô cùng tận😖",2025-11-14 07:54,Không giống mô tả / quảng cáo
1773397937-968,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Laydown-Hồng trầm,Kêu có quá kèm theo mà k có tặng,2025-11-13 22:41,Khác / Không rõ
1773397937-970,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,"Mua khoá nền xịt không ra, nhắn tin shop thì đẩy qua do shoppe, nhắn shoppe thì giải quyết không thoả đáng",2025-11-13 20:44,Không giống mô tả / quảng cáo
1773397937-971,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint,Play Off-Đỏ cam,Hộp son có đã cắt băng keo,2025-11-13 18:40,Khác / Không rõ
1773397937-972,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,Hàng ko biết chính hàng ko mà nơi sx là China hơi hoang mang ạ,2025-11-13 17:41,Không giống mô tả / quảng cáo
1773397937-974,"Bảng Phấn Trang Điểm 3CE Layer It All (Eye, Blush, Contour Palette)",Contour-Ash Brown,"3CE làm ăn kì quá. Mình nhận 5 sp (CHƯA KHUI) nhưng vì hết nhu cầu nên trả lại. Shopee báo có 2 món bị khui seal rách hộp nên không trả được, nhưng 3 món còn lại thì trả ok. Tới lúc mình nhận hoàn (đáng ra chỉ nhận 2) thì gửi cả 5 về cho mình. 2 hộp bảo là bị rách và khui seal thì seal không hề bị khui, hộp rách 2 góc y chang nhau. Về lý chả lẽ mình khui hàng r xé 2 góc nhỏ vậy? Để làm gì? Có moi được spham ra không? Nhưng vì lúc gửi trả mình chủ quan không quay video nên ok thôi chấp nhận. Còn 3 sản phẩm kia đã nói là trả được? Vậy gửi về mình làm gì? Ép mình nhận? Và đương nhiên cũng k được hoàn tiền luôn. Và sự việc này kéo cả nửa tháng rồi",2025-11-13 13:25,Chất lượng sản phẩm kém
1773397937-978,Son bóng dưỡng môi 3CE Glazy Lip Glow,#34 Rose Glaze,Mua về thì đã bị gãy từ dưới. Nhắn tin cho shop thì shop đổi cho đơn vị vận chuyển. Lằng nhà lằng nhằng không chịu giải quyết. 1 shop to uy tín mà trải nghiệm hàng cực tệ,2025-11-13 12:34,Hộp méo / sản phẩm hỏng / rò rỉ
